id,polyline
11,"[[-8.56242,41.168403],[-8.562429,41.168358],[-8.562348,41.167953],[-8.564571,41.167125],[-8.566596,41.166621],[-8.568,41.167476],[-8.570295,41.167755],[-8.570223,41.169321],[-8.570898,41.168817],[-8.572626,41.16924],[-8.57403,41.168457],[-8.576046,41.167197],[-8.577711,41.165442],[-8.580087,41.164065],[-8.58222,41.164452],[-8.584056,41.163201],[-8.586387,41.163381],[-8.588772,41.1642],[-8.589546,41.164164],[-8.590158,41.163444],[-8.591607,41.16186],[-8.593272,41.160564],[-8.595792,41.160744],[-8.596701,41.160942],[-8.597898,41.161158],[-8.598528,41.161221],[-8.600886,41.161527],[-8.603532,41.161788],[-8.603955,41.161815],[-8.60571,41.162031],[-8.60787,41.162292],[-8.61003,41.16258],[-8.612199,41.162823],[-8.614602,41.163165],[-8.617104,41.163498],[-8.619219,41.163759],[-8.620488,41.163894],[-8.62047,41.163903],[-8.620452,41.163912],[-8.620452,41.163921],[-8.621523,41.164038],[-8.623044,41.164182],[-8.623026,41.1642],[-8.623017,41.164218]]"
12,"[[-8.618868,41.155101],[-8.6175,41.154912],[-8.615079,41.154525],[-8.613468,41.154228],[-8.613261,41.154102],[-8.613297,41.153832],[-8.612037,41.153904],[-8.611929,41.155803],[-8.610876,41.157171],[-8.610183,41.157252],[-8.610138,41.15727],[-8.609508,41.157369],[-8.608707,41.158395],[-8.607915,41.160042],[-8.607654,41.1606],[-8.606295,41.164155],[-8.60643,41.166693],[-8.60634,41.169123],[-8.60445,41.171112],[-8.60121,41.171166],[-8.597205,41.171625],[-8.593578,41.170968],[-8.5905,41.168979],[-8.587206,41.167062],[-8.583624,41.166252],[-8.58213,41.1642],[-8.58114,41.163381],[-8.579376,41.164326],[-8.577468,41.165316],[-8.576298,41.163858],[-8.575101,41.16231],[-8.575065,41.162265]]"
13,"[[-8.608716,41.153499],[-8.607627,41.153481],[-8.606502,41.153472],[-8.606493,41.153472],[-8.605269,41.153427],[-8.604756,41.154156],[-8.604648,41.155623],[-8.604477,41.157351],[-8.604279,41.159016],[-8.604351,41.16015],[-8.604387,41.160276],[-8.603892,41.161545],[-8.60562,41.162085],[-8.607987,41.162391],[-8.6103,41.162661],[-8.610957,41.162751],[-8.610957,41.162805],[-8.611965,41.162841],[-8.614242,41.163129],[-8.616573,41.16339],[-8.61894,41.163705],[-8.621082,41.163993],[-8.623305,41.164281],[-8.624889,41.164722],[-8.625042,41.166513],[-8.626068,41.166972],[-8.626554,41.166945],[-8.628309,41.16744],[-8.630352,41.168079],[-8.631639,41.16798],[-8.631981,41.168484],[-8.632206,41.16843],[-8.63271,41.168304],[-8.632737,41.168295]]"
14,"[[-8.612208,41.14053],[-8.612235,41.140521],[-8.614035,41.140323],[-8.614809,41.14035],[-8.61561,41.140287],[-8.616024,41.140467],[-8.616006,41.140548],[-8.61462,41.141097],[-8.614314,41.142393],[-8.613711,41.143167],[-8.612811,41.143806],[-8.611983,41.144436],[-8.611299,41.144985],[-8.611056,41.145084],[-8.610777,41.145921],[-8.609112,41.146839],[-8.60886,41.147442],[-8.610876,41.147955],[-8.610237,41.149584],[-8.610066,41.150727],[-8.609985,41.150898],[-8.609805,41.151861],[-8.610003,41.153472],[-8.609328,41.155056],[-8.609238,41.156847],[-8.608401,41.157477],[-8.607276,41.157657],[-8.606772,41.15826]]"
15,"[[-8.585145,41.164857],[-8.584146,41.164704],[-8.583147,41.164758],[-8.627931,41.157954],[-8.628813,41.159106],[-8.628264,41.160978],[-8.627589,41.163057],[-8.627508,41.1633],[-8.627517,41.1633],[-8.627184,41.164407],[-8.628759,41.164947],[-8.63127,41.164893],[-8.633736,41.163759],[-8.63613,41.164254],[-8.63613,41.164272],[-8.638209,41.16474],[-8.640144,41.165658],[-8.642079,41.16726],[-8.643915,41.168907],[-8.606169,41.172093],[-8.610615,41.174352],[-8.642412,41.170365],[-8.643042,41.17041],[-8.644041,41.169546],[-8.645868,41.169042],[-8.647686,41.170482],[-8.649207,41.169879],[-8.648784,41.16924],[-8.648064,41.169384],[-8.647992,41.16942],[-8.647992,41.169402],[-8.647983,41.169393],[-8.647974,41.169393],[-8.647983,41.169393],[-8.647983,41.169393],[-8.647983,41.169393],[-8.647983,41.169393],[-8.647974,41.169393],[-8.647974,41.169402],[-8.647983,41.169411],[-8.647983,41.169411],[-8.647983,41.169411],[-8.647983,41.169411],[-8.647974,41.16942],[-8.647965,41.169429],[-8.647965,41.169402],[-8.648019,41.169537],[-8.64918,41.169555],[-8.648199,41.170509],[-8.646732,41.169708],[-8.645418,41.169519],[-8.643618,41.168286],[-8.641152,41.166306],[-8.638866,41.164695],[-8.636139,41.164209],[-8.633286,41.162976],[-8.632593,41.162049],[-8.631009,41.160069],[-8.630145,41.15826],[-8.629299,41.156955],[-8.628138,41.157261],[-8.628138,41.157405],[-8.628165,41.157522],[-8.628147,41.157522]]"
16,"[[-8.584263,41.163156],[-8.584695,41.163003],[-8.585595,41.162652],[-8.585487,41.161437],[-8.583561,41.160276],[-8.582319,41.160519],[-8.581995,41.161851],[-8.582769,41.163354],[-8.581032,41.163516],[-8.582265,41.165226],[-8.584803,41.166693],[-8.588295,41.167845],[-8.591805,41.169924],[-8.595045,41.171877],[-8.599203,41.1714],[-8.603586,41.171562],[-8.607474,41.173002],[-8.610966,41.174442],[-8.614827,41.174388],[-8.618922,41.173857],[-8.622918,41.173443],[-8.627103,41.173029],[-8.63118,41.172264],[-8.63532,41.171373],[-8.639154,41.169465],[-8.64261,41.166945],[-8.646489,41.164947],[-8.649405,41.162238],[-8.647623,41.158593],[-8.645337,41.154903],[-8.642835,41.151753],[-8.640729,41.148756],[-8.639946,41.145462],[-8.640315,41.143167],[-8.641503,41.142555],[-8.641755,41.141934],[-8.640414,41.141583],[-8.639649,41.141538],[-8.639667,41.141529],[-8.63964,41.141538],[-8.639694,41.141619],[-8.639703,41.141619],[-8.63973,41.141601],[-8.639739,41.141592],[-8.639748,41.141565],[-8.639739,41.141565],[-8.639721,41.141565],[-8.639712,41.141574],[-8.639721,41.141574],[-8.639739,41.141565],[-8.639757,41.141556],[-8.639757,41.141556],[-8.63973,41.141574],[-8.639721,41.141565],[-8.63973,41.141547],[-8.639739,41.141547],[-8.639721,41.141556],[-8.639712,41.141556],[-8.639712,41.141556],[-8.639703,41.141556],[-8.639685,41.141583],[-8.63964,41.141637],[-8.639973,41.141673],[-8.641134,41.141835],[-8.641566,41.142672]]"
17,"[[-8.666757,41.174055],[-8.666784,41.174064],[-8.666649,41.174073],[-8.666325,41.174847],[-8.666811,41.175549],[-8.665524,41.176368],[-8.663841,41.17716],[-8.663013,41.177862],[-8.662032,41.176872],[-8.65962,41.17707],[-8.657757,41.177457],[-8.658576,41.178546],[-8.659521,41.17977],[-8.660709,41.180166],[-8.662806,41.180562],[-8.663193,41.181219],[-8.662491,41.181642],[-8.662554,41.181714],[-8.662554,41.181714]]"
18,"[[-8.599239,41.149188],[-8.598681,41.149296],[-8.597943,41.150583],[-8.596962,41.152266],[-8.595765,41.154345],[-8.594388,41.156739],[-8.59293,41.159286],[-8.591589,41.161464],[-8.59005,41.163336],[-8.589078,41.164632],[-8.588673,41.165757],[-8.588547,41.166135],[-8.587602,41.168196],[-8.586585,41.168826],[-8.584767,41.168529],[-8.584317,41.169258],[-8.584326,41.169258]]"
19,"[[-8.643807,41.168979],[-8.642529,41.170113],[-8.642133,41.171202],[-8.64324,41.172723],[-8.644788,41.173947],[-8.646534,41.175558],[-8.648829,41.177367],[-8.649828,41.17824],[-8.647911,41.1786]]"
20,"[[-8.609706,41.151303],[-8.609562,41.151474],[-8.610021,41.152509],[-8.609769,41.153409],[-8.609355,41.153535],[-8.610732,41.153688],[-8.611893,41.154345],[-8.612784,41.155164],[-8.614989,41.155425],[-8.61813,41.155704],[-8.619606,41.156478],[-8.619777,41.157954],[-8.620497,41.159412],[-8.621163,41.160357],[-8.621064,41.16114]]"
21,"[[-8.660646,41.168574],[-8.661087,41.167926],[-8.661231,41.166576],[-8.660637,41.166396],[-8.660295,41.166819],[-8.658954,41.168394],[-8.657649,41.169906],[-8.656371,41.171454],[-8.654706,41.173479],[-8.653014,41.17527],[-8.651349,41.17644],[-8.652213,41.177241],[-8.651358,41.178069],[-8.65071,41.178924],[-8.65125,41.17968],[-8.649648,41.180643],[-8.647515,41.18193],[-8.644491,41.183541],[-8.641701,41.184108],[-8.638677,41.182452],[-8.635284,41.180589],[-8.632476,41.179104],[-8.629983,41.179365],[-8.629857,41.179374],[-8.629857,41.179374],[-8.629263,41.179437],[-8.625996,41.179779],[-8.622018,41.180463],[-8.61885,41.181912],[-8.617077,41.182821],[-8.614215,41.183082],[-8.613675,41.183136],[-8.613702,41.183145],[-8.613288,41.18319],[-8.610813,41.184],[-8.607474,41.184648],[-8.604018,41.183892],[-8.601768,41.183253],[-8.601588,41.182632],[-8.601957,41.181831],[-8.601903,41.181795],[-8.601948,41.181822],[-8.601894,41.181813]]"
22,"[[-8.612955,41.140377],[-8.612991,41.140359],[-8.61309,41.140368],[-8.613297,41.14035],[-8.614512,41.140269],[-8.615358,41.140215],[-8.615988,41.140422],[-8.615556,41.140701],[-8.614548,41.14116],[-8.614269,41.142285],[-8.61372,41.143032],[-8.612631,41.143932],[-8.61174,41.14458],[-8.611461,41.144787],[-8.611488,41.144787],[-8.611434,41.144796],[-8.611308,41.144886],[-8.610615,41.144103],[-8.609715,41.143158],[-8.608599,41.143149],[-8.608581,41.143167],[-8.608563,41.143158],[-8.60733,41.142501],[-8.605224,41.143338],[-8.604468,41.145084],[-8.604405,41.145192],[-8.603703,41.145444],[-8.603307,41.145525],[-8.602038,41.145687],[-8.602011,41.145678],[-8.60193,41.146875],[-8.602074,41.149197],[-8.602317,41.151816],[-8.602452,41.154129],[-8.60247,41.15592]]"
23,"[[-8.60418,41.160969],[-8.603874,41.1615],[-8.60391,41.161527],[-8.603919,41.162022],[-8.602614,41.163039],[-8.601309,41.163993],[-8.599842,41.165109],[-8.596854,41.166306],[-8.593794,41.167197],[-8.591913,41.168169],[-8.589654,41.169492],[-8.588241,41.169438],[-8.5869,41.168871],[-8.584848,41.168502],[-8.58285,41.168331],[-8.58123,41.168493],[-8.579907,41.168169],[-8.579772,41.167881],[-8.579781,41.167881],[-8.579763,41.167899]]"
24,"[[-8.665686,41.170626],[-8.665677,41.170653],[-8.664786,41.171319],[-8.663238,41.172453],[-8.66205,41.173875],[-8.662248,41.175378],[-8.663733,41.176413],[-8.663751,41.17725],[-8.663229,41.177754],[-8.66322,41.177763],[-8.66322,41.177763],[-8.662986,41.17779],[-8.661771,41.176773],[-8.6589,41.177169],[-8.656083,41.177772],[-8.65512,41.177898],[-8.653248,41.178708],[-8.652699,41.180409],[-8.653203,41.182677],[-8.653302,41.183631],[-8.653806,41.185359],[-8.654166,41.18697],[-8.654328,41.187816],[-8.654337,41.187816],[-8.654337,41.187816],[-8.654337,41.187816]]"
25,"[[-8.632737,41.168295],[-8.6328,41.16825],[-8.632845,41.168205],[-8.632836,41.168178],[-8.632818,41.168187],[-8.632827,41.168187],[-8.6328,41.168223],[-8.6328,41.168232]]"
26,"[[-8.648226,41.148333],[-8.648514,41.148297],[-8.648784,41.148153],[-8.650827,41.148045],[-8.653158,41.14836],[-8.652906,41.149206],[-8.651799,41.150313],[-8.649999,41.151096],[-8.649216,41.152311],[-8.648469,41.153481],[-8.648379,41.154021],[-8.648325,41.154003],[-8.648217,41.154282],[-8.648379,41.15583],[-8.649252,41.15799],[-8.648298,41.159079],[-8.646435,41.157216],[-8.645202,41.154507],[-8.643042,41.151915],[-8.64081,41.149269],[-8.640081,41.146272],[-8.639361,41.143248],[-8.637804,41.139909],[-8.635545,41.136462],[-8.635527,41.132709],[-8.635734,41.128938],[-8.635923,41.125068],[-8.635932,41.121423],[-8.633367,41.118444],[-8.629821,41.116266],[-8.625753,41.114943],[-8.621631,41.114034],[-8.617509,41.113116],[-8.613279,41.112171],[-8.609193,41.111145],[-8.606043,41.109264],[-8.60544,41.107716],[-8.607006,41.10939],[-8.606826,41.112243],[-8.606511,41.114583],[-8.606412,41.115573],[-8.604612,41.114997],[-8.602425,41.113944],[-8.600382,41.112477],[-8.598555,41.111037],[-8.597034,41.109201],[-8.594532,41.108238],[-8.592435,41.106591],[-8.590392,41.104881],[-8.588709,41.103477],[-8.589627,41.102469],[-8.589204,41.101308],[-8.589816,41.100174],[-8.589087,41.098824],[-8.587728,41.097942],[-8.588178,41.097276],[-8.58825,41.097357]]"
27,"[[-8.638227,41.159592],[-8.637543,41.15925],[-8.635158,41.158881],[-8.633196,41.158926],[-8.632728,41.160276],[-8.633052,41.161095],[-8.632656,41.161842],[-8.632593,41.161806],[-8.631315,41.162598],[-8.629092,41.163597],[-8.626662,41.163471],[-8.624799,41.163354],[-8.622864,41.16303],[-8.620425,41.162724],[-8.617752,41.16249],[-8.61525,41.162202],[-8.612811,41.161905],[-8.611299,41.161707],[-8.609742,41.1615],[-8.60994,41.160105],[-8.610075,41.158242],[-8.610003,41.156145],[-8.610084,41.15412],[-8.610075,41.152455],[-8.610714,41.15106],[-8.611335,41.150331],[-8.611524,41.150367],[-8.61156,41.150403],[-8.611596,41.150439]]"
28,"[[-8.613243,41.154444],[-8.612811,41.153733],[-8.611965,41.154642],[-8.61192,41.156667],[-8.612541,41.157324],[-8.612073,41.158701],[-8.611605,41.160429],[-8.611371,41.161581],[-8.611236,41.162292],[-8.611011,41.164092],[-8.611011,41.164434],[-8.61102,41.164902],[-8.61147,41.166378],[-8.612946,41.166585],[-8.613324,41.166945],[-8.613333,41.166909],[-8.613351,41.1669],[-8.613315,41.166891]]"
29,"[[-8.611065,41.149431],[-8.611209,41.149368],[-8.611236,41.148243],[-8.611794,41.147901],[-8.612937,41.148207],[-8.620308,41.147469],[-8.620353,41.147352],[-8.620119,41.146893],[-8.620002,41.146812],[-8.619993,41.146839],[-8.619993,41.146839]]"
